PROJECT,CLASS,COMPLEXITY,COUPLING
greenhouse,TimeSlotData,7,0
greenhouse,VenueData,6,0
greenhouse,Event,16,4
greenhouse,EventSession,14,3
greenhouse,EventSessionLeader,4,0
greenhouse,EventsController,18,20
greenhouse,JdbcEventRepository,23,20
greenhouse,Rating,5,0
greenhouse,RatingPeriodClosedException,3,1
greenhouse,Venue,6,1
greenhouse,Group,6,0
greenhouse,GroupsController,4,10
greenhouse,JdbcGroupRepository,3,7
greenhouse,DateTimeZoneHandlerInterceptor,9,8
greenhouse,GlobalExceptionResolver,5,12
greenhouse,HomeController,2,2
greenhouse,UserLocationHandlerInterceptor,5,4
greenhouse,AsyncMailInviteService,5,16
greenhouse,MailInviteController,5,12
greenhouse,MailInviteForm,4,2
greenhouse,FacebookInviteController,7,13
greenhouse,Invite,5,3
greenhouse,InviteAcceptAction,4,4
greenhouse,InviteAlreadyAcceptedException,1,1
greenhouse,InviteController,9,20
greenhouse,InviteException,2,0
greenhouse,Invitee,20,1
greenhouse,JdbcInviteRepository,10,17
greenhouse,NoSuchInviteException,1,1
greenhouse,TwitterInviteController,6,9
greenhouse,ConnectedProfile,3,0
greenhouse,FileStorageProfilePictureService,7,7
greenhouse,JdbcProfileRepository,10,12
greenhouse,MembersController,4,10
greenhouse,Profile,4,0
greenhouse,AsyncResetPasswordMailer,2,10
greenhouse,ChangePasswordForm,4,2
greenhouse,InvalidResetTokenException,2,0
greenhouse,JdbcRestPasswordService,6,11
greenhouse,ResetPasswordController,9,12
greenhouse,ResetPasswordMailMessageConverter,2,11
greenhouse,ResetPasswordRequest,3,1
greenhouse,SettingsController,3,8
greenhouse,AccountExposingHandlerInterceptor,5,6
greenhouse,SigninController,1,2
greenhouse,SignupController,12,24
greenhouse,SignupForm,21,12
greenhouse,SignupFormDeserializers,0,7
greenhouse,SignupHelper,6,8
greenhouse,WelcomeMailTransformer,1,7
greenhouse,EmailUtils,2,0
greenhouse,GeoLocation,16,2
greenhouse,ImageUtils,2,1
greenhouse,Location,8,2
greenhouse,Message,8,2
greenhouse,MessageType,2,0
greenhouse,ResourceReference,3,1
greenhouse,SlugUtils,2,0
greenhouse,SubResourceReference,2,3
greenhouse,VisualResourceReference,2,2
greenhouse,ConfirmValidator,5,5
greenhouse,FileData,4,1
greenhouse,LocalFileStorage,13,4
greenhouse,S3FileStorage,7,9
greenhouse,JoinRowMapper,10,7
greenhouse,AbstractDatabaseChange,5,1
greenhouse,DatabaseChangeSet,23,3
greenhouse,DatabaseVersion,9,1
greenhouse,GenericDatabaseUpgrader,13,4
greenhouse,SqlDatabaseChange,12,5
greenhouse,FieldModel,6,2
greenhouse,FacebookHandlerMethodArgumentResolver,5,7
greenhouse,DeviceHandlerMethodArgumentResolver,2,5
greenhouse,DelegatingStringTemplate,3,2
greenhouse,LocalStringTemplate,3,1
greenhouse,ResourceStringTemplateFactory,12,8
greenhouse,StandardStringTemplateLoader,3,4
spring-analytics,InMemoryAggregateCounter,23,9
spring-analytics,InMemoryAggregateCounterRepository,12,6
spring-analytics,InMemoryFieldValueCounterRepository,11,2
spring-analytics,AggregateCounter,8,3
spring-analytics,AggregateCounterResolution,3,3
spring-analytics,FieldValueCounter,14,1
spring-analytics,MetricUtils,7,1
spring-analytics,AggregateKeyGenerator,14,2
spring-analytics,RedisAggregateCounterRepository,36,21
spring-analytics,RedisFieldValueCounterRepository,12,7
spring-analytics,LoggingRecoveryCallback,1,5
spring-analytics,RedisRetryTemplate,10,13
spring-analytics,StringRedisRetryTemplate,2,6
spring-guice,GuiceModuleRegistrar,13,14
spring-guice,ModuleRegistryConfiguration,10,19
spring-guice,GuiceFactoryBean,4,5
spring-guice,CompositeAutowireCandidateResolver,7,4
spring-guice,GuiceAutowireCandidateResolver,3,5
spring-guice,SpringInjector,29,25
spring-guice,GuiceModuleMetadata,36,5
spring-guice,SpringModule,12,11
spring-data-rest,HalBrowser,6,7
spring-data-rest,SimulatedGroovyDomainClass,9,4
spring-data-rest,Profile,10,2
spring-data-rest,User,0,12
spring-flex-roo,As3ParserConstructorMetadata,11,17
spring-flex-roo,As3ParserMetaTagMetadata,11,13
spring-flex-roo,As3ParserFieldMetadata,18,15
spring-flex-roo,As3ParserMethodMetadata,13,17
spring-flex-roo,As3ParserClassMetadata,9,10
spring-flex-roo,As3ParserMutableClassOrInterfaceTypeDetails,61,30
spring-flex-roo,As3ParserUtils,23,13
spring-flex-roo,As3ParserMetadataProvider,18,20
spring-flex-roo,BooleanAttributeValue,3,2
spring-flex-roo,IntegerAttributeValue,3,2
spring-flex-roo,StringAttributeValue,3,2
spring-flex-roo,AbstractMetaTagAttributeValue,2,3
spring-flex-roo,DefaultASMetaTagMetadata,5,4
spring-flex-roo,AbstractASFieldMetadata,13,2
spring-flex-roo,DefaultASPhysicalTypeDetails,3,3
spring-flex-roo,AbstractInvocableMemberMetadata,13,5
spring-flex-roo,DefaultASClassOrInterfaceTypeDetails,18,7
spring-flex-roo,DefaultASFieldMetadata,9,5
spring-flex-roo,DefaultASConstructorMetadata,2,6
spring-flex-roo,DefaultASMethodMetadata,4,6
spring-flex-roo,DefaultASPhysicalTypeMetadata,3,3
spring-flex-roo,ASPhysicalTypeIdentifier,6,2
spring-flex-roo,ASPhysicalTypeIdentifierNamingUtils,6,2
spring-flex-roo,ActionScriptMappingUtils,35,10
spring-flex-roo,ActionScriptSymbolName,11,1
spring-flex-roo,ActionScriptType,22,3
spring-flex-roo,ActionScriptPackage,7,1
spring-flex-roo,ActionScriptEntityMetadata,8,6
spring-flex-roo,ActionScriptEntityMetadataProvider,47,40
spring-flex-roo,TypeMapping,4,2
spring-flex-roo,FlexMojosPathResolver,4,8
spring-flex-roo,FlexPath,1,2
spring-flex-roo,FlexCommands,6,12
spring-flex-roo,FlexOperationsImpl,47,40
spring-flex-roo,FlexProjectListener,8,14
spring-flex-roo,FlexProjectMetadata,3,2
spring-flex-roo,FlexProjectMetadataProvider,7,15
spring-flex-roo,FlexScaffoldAnnotationValues,2,4
spring-flex-roo,FlexScaffoldMetadata,26,15
spring-flex-roo,FlexScaffoldMetadataProvider,10,19
spring-flex-roo,FlexUIMetadata,6,3
spring-flex-roo,MxmlRoundTripUtils,64,7
spring-flex-roo,FlexUIMetadataProvider,71,48
spring-test-mvc,MockClientHttpRequest,14,4
spring-test-mvc,MockClientHttpResponse,6,4
spring-test-mvc,MockHttpInputMessage,5,3
spring-test-mvc,MockHttpOutputMessage,6,3
spring-test-mvc,ContentRequestMatchers,15,14
spring-test-mvc,JsonPathRequestMatchers,9,8
spring-test-mvc,RequestMatchers,25,14
spring-test-mvc,XpathRequestMatchers,16,15
spring-test-mvc,MockRestServiceServer,10,11
spring-test-mvc,RequestMatcherClientHttpRequest,6,8
spring-test-mvc,DefaultResponseCreator,11,10
spring-test-mvc,ResponseCreators,17,10
spring-test-mvc,AssertionErrors,10,0
spring-test-mvc,DefaultMvcResult,12,6
spring-test-mvc,MockFilterChain,11,7
spring-test-mvc,MockMvc,11,13
spring-test-mvc,MockMvcBuilderSupport,2,12
spring-test-mvc,TestDispatcherServlet,6,11
spring-test-mvc,MockHttpServletRequestBuilder,68,26
spring-test-mvc,MockMultipartHttpServletRequestBuilder,7,8
spring-test-mvc,MockMvcRequestBuilders,7,3
spring-test-mvc,ContentResultMatchers,17,12
spring-test-mvc,CookieResultMatchers,25,7
spring-test-mvc,FlashAttributeResultMatchers,8,7
spring-test-mvc,HandlerResultMatchers,9,6
spring-test-mvc,HeaderResultMatchers,6,5
spring-test-mvc,JsonPathResultMatchers,9,7
spring-test-mvc,MockMvcResultHandlers,2,3
spring-test-mvc,MockMvcResultMatchers,18,16
spring-test-mvc,ModelResultMatchers,20,10
spring-test-mvc,PrintingResultHandler,23,12
spring-test-mvc,RequestResultMatchers,7,7
spring-test-mvc,StatusResultMatchers,73,7
spring-test-mvc,ViewResultMatchers,4,6
spring-test-mvc,XpathResultMatchers,16,13
spring-test-mvc,AbstractMockMvcBuilder,7,15
spring-test-mvc,ContextMockMvcBuilder,9,11
spring-test-mvc,InitializedContextMockMvcBuilder,2,3
spring-test-mvc,MockMvcBuilders,4,6
spring-test-mvc,MockWebApplicationContext,39,19
spring-test-mvc,PatternMappingFilterProxy,15,7
spring-test-mvc,StandaloneMockMvcBuilder,26,31
spring-test-mvc,JsonPathExpectationsHelper,12,4
spring-test-mvc,XmlExpectationsHelper,5,6
spring-test-mvc,XpathExpectationsHelper,16,11
spring-mvc-showcase,AjaxUtils,4,1
spring-mvc-showcase,TimeoutCallableProcessingInterceptor,1,3
spring-mvc-showcase,JavaBean,5,0
spring-mvc-showcase,CallableController,10,9
spring-mvc-showcase,DeferredResultController,6,9
spring-mvc-showcase,MaskFormatAnnotationFormatterFactory,3,8
spring-mvc-showcase,SocialSecurityNumber,3,2
spring-mvc-showcase,ConvertController,7,9
spring-mvc-showcase,JavaBean,22,4
spring-mvc-showcase,NestedBean,10,1
spring-mvc-showcase,CustomArgumentController,2,6
spring-mvc-showcase,CustomArgumentResolver,2,6
spring-mvc-showcase,RequestDataController,9,12
spring-mvc-showcase,JavaBean,6,3
spring-mvc-showcase,StandardArgumentsController,7,7
spring-mvc-showcase,ExceptionController,3,5
spring-mvc-showcase,GlobalExceptionHandler,1,4
spring-mvc-showcase,FileUploadController,3,8
spring-mvc-showcase,FormBean,24,7
spring-mvc-showcase,FormController,6,12
spring-mvc-showcase,ClasslevelMappingController,9,6
spring-mvc-showcase,MappingController,10,6
spring-mvc-showcase,JavaBean,7,1
spring-mvc-showcase,MessageConvertersController,12,14
spring-mvc-showcase,RedirectController,4,9
spring-mvc-showcase,ResponseController,5,6
spring-mvc-showcase,SimpleController,1,3
spring-mvc-showcase,SimpleControllerRevisited,1,3
spring-mvc-showcase,ValidationController,2,6
spring-mvc-showcase,ViewsController,4,6
spring-hadoop-samples,DemoApplication,2,5
spring-hadoop-samples,AppmasterApplication,1,1
spring-hadoop-samples,ClientApplication,1,1
spring-hadoop-samples,ContainerApplication,1,4
spring-hadoop-samples,DatasetConfig,4,16
spring-hadoop-samples,FileInfo,6,1
spring-hadoop-samples,MyFilesApp,12,10
spring-hadoop-samples,User,5,0
spring-hadoop-samples,UserApp,1,5
spring-hadoop-samples,UserRepository,4,10
spring-hadoop-samples,UserUtils,6,10
spring-hadoop-samples,HiveApp,1,4
spring-hadoop-samples,HiveAppWithApacheLogs,1,3
spring-hadoop-samples,HiveClientApp,1,4
spring-hadoop-samples,HiveClientPasswordRepository,6,8
spring-hadoop-samples,HiveTemplatePasswordRepository,3,5
spring-hadoop-samples,HiveBatchApp,1,4
spring-hadoop-samples,Wordcount,1,2
spring-hadoop-samples,HashtagCount,3,9
spring-hadoop-samples,MrBatchApp,1,4
spring-hadoop-samples,PasswordService,2,3
spring-hadoop-samples,PigApp,1,2
spring-hadoop-samples,PigAppWithApacheLogs,1,2
spring-hadoop-samples,PigAppWithRepository,2,4
spring-hadoop-samples,PigPasswordRepository,4,2
spring-data-document-examples,CouchDbConfig,1,0
spring-data-document-examples,JpaRestaurantDao,5,4
spring-data-document-examples,JpaUserAccountDao,7,6
spring-data-document-examples,RestaurantDao,7,5
spring-data-document-examples,UserAccountDao,7,7
spring-data-document-examples,Utils,4,1
spring-data-document-examples,Restaurant,22,5
spring-data-document-examples,UserAccount,22,10
spring-data-document-examples,BaseApplicationController,7,10
spring-data-document-examples,CouchDbMappingJacksonHttpMessageConverter,41,17
spring-data-document-examples,RestaurantController,11,11
spring-data-document-examples,SignUpController,15,17
spring-data-document-examples,Customer,7,5
spring-data-document-examples,SurveyInfo,3,0
spring-data-document-examples,Account,11,1
spring-data-document-examples,Person,12,3
spring-data-document-examples,App,1,2
spring-data-document-examples,AppConfig,3,9
spring-data-document-examples,HelloMongo,2,5
spring-data-document-examples,Album,14,5
spring-data-document-examples,Stars,7,1
spring-data-document-examples,Track,10,2
spring-data-document-examples,HandlerAdapterConfiguration,4,16
spring-data-document-examples,MongoConfiguration,3,5
spring-data-document-examples,ChartController,15,18
spring-data-document-examples,DatastoreInterceptor,15,13
spring-data-document-examples,ControllerCounter,7,0
spring-data-document-examples,MvcEvent,14,1
spring-data-document-examples,Parameters,6,0
spring-data-document-examples,HandlerMethodInvoker,169,37
spring-data-document-examples,ActionExecutedContext,4,2
spring-data-document-examples,ActionExecutingContext,9,4
spring-tuple,TupleFieldSetMapper,19,8
spring-tuple,TupleRowMapper,2,4
spring-tuple,TupleSqlParameterSource,3,2
spring-tuple,TupleSqlParameterSourceProvider,1,5
spring-tuple,TupleFieldExtractor,4,3
spring-tuple,JsonToTupleTransformer,3,5
spring-tuple,MapToTupleTransformer,1,3
spring-tuple,TupleKryoRegistrar,1,4
spring-tuple,DefaultTupleSerializer,3,6
spring-tuple,LocaleAwareStringToNumberConverterFactory,2,6
spring-tuple,TupleBuilder,23,8
spring-tuple,JsonNodeToTupleConverter,16,6
spring-tuple,StringToDateConverter,6,2
spring-tuple,JsonBytesToTupleConverter,4,8
spring-tuple,DefaultTuple,126,11
spring-tuple,TupleToJsonStringConverter,12,10
spring-tuple,DefaultMutableTuple,6,3
spring-tuple,JsonStringToTupleConverter,16,7
spring-tuple,DefaultTupleConversionService,1,1
spring-tuple,TupleJsonMarshaller,1,1
spring-tuple,TupleStringMarshaller,3,4
spring-tuple,TuplePropertyAccessor,15,7
spring-data-solr,SolrNamespaceHandler,1,3
spring-data-solr,CustomConversions,29,9
spring-data-solr,DateTimeConverters,0,8
spring-data-solr,MappingSolrConverter,50,37
spring-data-solr,NumberConverters,0,3
spring-data-solr,SolrConverterBase,18,7
spring-data-solr,SolrJConverter,12,11
spring-data-solr,SolrjConverters,1,15
spring-data-solr,GeoConverters,0,7
spring-data-solr,Point,3,1
spring-data-solr,SimpleSolrMappingContext,5,11
spring-data-solr,SimpleSolrPersistentEntity,16,15
spring-data-solr,SimpleSolrPersistentProperty,45,10
spring-data-solr,SolrMappingEventPublisher,9,7
spring-data-solr,SolrPersistentProperty,0,4
spring-data-solr,SolrSimpleTypes,2,1
spring-data-solr,DefaultQueryParser,86,29
spring-data-solr,QueryParserBase,76,36
spring-data-solr,QueryParsers,6,2
spring-data-solr,ResultHelper,62,43
spring-data-solr,SolrExceptionTranslator,14,11
spring-data-solr,SolrTemplate,132,75
spring-data-solr,SolrTransactionSynchronizationAdapter,5,3
spring-data-solr,SolrTransactionSynchronizationAdapterBuilder,2,4
spring-data-solr,TermsQueryParser,17,7
spring-data-solr,AbstractFacetAndHighlightQueryDecorator,7,7
spring-data-solr,AbstractFacetQueryDecorator,4,4
spring-data-solr,AbstractFunction,7,1
spring-data-solr,AbstractHighlightQueryDecorator,4,4
spring-data-solr,AbstractQuery,10,5
spring-data-solr,AbstractQueryDecorator,33,12
spring-data-solr,AbstractValueHoldingField,4,2
spring-data-solr,AnyCriteria,7,3
spring-data-solr,Criteria,81,12
spring-data-solr,Crotch,49,9
spring-data-solr,CurrencyFunction,7,3
spring-data-solr,DefaultValueFunction,5,4
spring-data-solr,DistanceField,2,2
spring-data-solr,DistanceFunction,6,5
spring-data-solr,DivideFunction,6,5
spring-data-solr,ExistsFunction,5,4
spring-data-solr,FacetOptions,34,22
spring-data-solr,FieldWithQueryParameters,8,4
spring-data-solr,GeoDistanceFunction,4,5
spring-data-solr,GeoHashFunction,4,3
spring-data-solr,GroupOptions,32,8
spring-data-solr,HighlightOptions,26,9
spring-data-solr,IfFunction,6,5
spring-data-solr,Join,8,3
spring-data-solr,MaxFunction,11,3
spring-data-solr,Node,10,7
spring-data-solr,NotFunction,5,4
spring-data-solr,ParameterHolder,8,3
spring-data-solr,PartialUpdate,12,6
spring-data-solr,ProductFunction,6,5
spring-data-solr,Query,0,10
spring-data-solr,QueryFunction,5,4
spring-data-solr,QueryParameterImpl,12,2
spring-data-solr,SimpleCalculatedField,6,2
spring-data-solr,SimpleFacetAndHighlightQuery,10,7
spring-data-solr,SimpleFacetQuery,7,6
spring-data-solr,SimpleField,7,2
spring-data-solr,SimpleFilterQuery,2,3
spring-data-solr,SimpleHighlightQuery,6,6
spring-data-solr,SimplePivotField,20,3
spring-data-solr,SimpleQuery,61,15
spring-data-solr,SimpleStringCriteria,3,2
spring-data-solr,SimpleTermsQuery,10,9
spring-data-solr,SimpleUpdateField,5,3
spring-data-solr,SolrPageRequest,26,5
spring-data-solr,SpellcheckOptions,43,2
spring-data-solr,StatsOptions,13,4
spring-data-solr,TermFrequencyFunction,3,4
spring-data-solr,TermsOptions,20,3
spring-data-solr,UpdateAction,2,0
spring-data-solr,DelegatingCursor,30,8
spring-data-solr,FieldValueCountEntry,5,2
spring-data-solr,HighlightEntry,5,3
spring-data-solr,SimpleFacetFieldEntry,1,3
spring-data-solr,SimpleFacetPivotEntry,4,3
spring-data-solr,SimpleFacetQueryEntry,3,4
spring-data-solr,SimpleFieldStatsResult,10,4
spring-data-solr,SimpleGroupEntry,4,4
spring-data-solr,SimpleGroupResult,6,5
spring-data-solr,SimpleStatsResult,27,2
spring-data-solr,SimpleTermsFieldEntry,2,3
spring-data-solr,SolrResultPage,49,28
spring-data-solr,StringPageKey,11,2
spring-data-solr,TermsResultPage,11,4
spring-data-solr,ValueCountEntry,3,1
spring-data-solr,DefaultSchemaOperations,25,16
spring-data-solr,MappingJacksonRequestContentParser,2,4
spring-data-solr,MappingJacksonResponseParser,11,4
spring-data-solr,SchemaDefinition,22,11
spring-data-solr,SchemaModificationException,2,1
spring-data-solr,SolrJsonRequest,16,9
spring-data-solr,SolrJsonResponse,7,6
spring-data-solr,SolrPersistentEntitySchemaCreator,15,12
spring-data-solr,SolrSchemaRequest,5,5
spring-data-solr,SolrSchemaResolver,8,6
spring-data-solr,SolrSchemaWriter,11,6
spring-data-solr,SolrRealtimeGetRequest,6,7
spring-data-solr,UncategorizedSolrException,1,1
spring-data-solr,VersionUtil,6,0
spring-data-solr,SolrRepositoryBean,3,10
spring-data-solr,SolrRepositoryExtension,6,12
spring-data-solr,SolrRepositoriesRegistrar,2,3
spring-data-solr,SolrRepositoryConfigExtension,13,11
spring-data-solr,AbstractSolrQuery,74,40
spring-data-solr,BindableSolrParameter,5,0
spring-data-solr,PartTreeSolrQuery,8,8
spring-data-solr,SolrParameter,5,3
spring-data-solr,SolrParameters,4,5
spring-data-solr,SolrParametersParameterAccessor,8,8
spring-data-solr,SolrQueryCreator,51,25
spring-data-solr,SolrQueryMethod,97,17
spring-data-solr,StringBasedSolrQuery,3,7
spring-data-solr,MappingSolrEntityInformation,5,6
spring-data-solr,SimpleSolrRepository,42,17
spring-data-solr,SolrEntityInformationCreatorImpl,2,10
spring-data-solr,SolrRepositoryFactory,18,25
spring-data-solr,SolrRepositoryFactoryBean,10,11
spring-data-solr,EmbeddedSolrServerBeanDefinitionParser,4,7
spring-data-solr,HttpSolrClientBeanDefinitionParser,3,7
spring-data-solr,EmbeddedSolrServerFactory,23,7
spring-data-solr,EmbeddedSolrServerFactoryBean,4,6
spring-data-solr,HttpSolrClientFactory,17,6
spring-data-solr,HttpSolrClientFactoryBean,16,8
spring-data-solr,MulticoreSolrClientFactory,22,2
spring-data-solr,SolrClientFactoryBase,7,4
spring-data-solr,SolrClientUtils,57,18
spring-xd-samples,PayloadValueCounterHandler,3,4
spring-xd-samples,PayloadValueCounterHandlerOptions,2,1
spring-xd-samples,Math,1,0
spring-xd-samples,MovingAverage,1,6
spring-xd-samples,TopTags,2,6
spring-xd-samples,TopTagsOptionsMetadata,4,1
spring-xd-samples,Media,54,2
spring-xd-samples,MediaContent,18,3
spring-xd-samples,Image,28,2
spring-xd-samples,ReprUtil,3,0
spring-xd-samples,Order,25,4
spring-xd-samples,Customer,24,3
spring-xd-samples,EmailAddress,11,1
spring-xd-samples,Product,23,1
spring-xd-samples,LineItem,16,2
spring-xd-samples,Address,17,1
spring-xd-samples,SerializableProduct,4,5
spring-xd-samples,SerializableAddress,3,5
spring-xd-samples,SerializableCustomer,4,6
spring-xd-samples,SerializableEmailAddress,3,5
spring-xd-samples,SerializableLineItem,3,6
spring-xd-samples,SerializableOrder,4,8
spring-xd-samples,ProductSerializer,3,6
spring-xd-samples,AddressSerializer,2,6
spring-xd-samples,CustomCodec,1,3
spring-xd-samples,CustomerSerializer,4,10
spring-xd-samples,EmailAddressSerializer,2,6
spring-xd-samples,ImageSerializer,2,5
spring-xd-samples,LineItemSerializer,3,7
spring-xd-samples,MediaContentSerializer,3,8
spring-xd-samples,MediaSerializer,3,6
spring-xd-samples,OrderSerializer,4,10
spring-xd-samples,HouseData,3,1
spring-xd-samples,SmartGridController,3,9
spring-xd-samples,SmartGridData,2,1
spring-xd-samples,SmartGridFrontend,1,1
spring-xd-samples,TimeSeriesDataRequest,11,2
spring-xd-samples,AggregateCounter,6,0
spring-xd-samples,AggregateCounterCollection,4,1
spring-xd-samples,AggregateCounterTimeSeriesRepository,18,14
spring-xd-samples,DataPoint,5,0
spring-xd-samples,TimeSeries,6,1
spring-xd-samples,TimeSeriesCollection,6,1
spring-data-gemfire-sts-templates,LoggingCacheListener,3,3
spring-data-gemfire-sts-templates,Main,1,3
spring-security-portlet,PortletAuthenticationDetails,4,2
spring-security-portlet,PortletPreAuthenticatedAuthenticationDetails,4,4
spring-security-portlet,PortletPreAuthenticatedAuthenticationDetailsSource,3,2
spring-security-portlet,PortletProcessingInterceptor,37,23
spring-security-portlet,PortletSessionContextIntegrationInterceptor,59,19
spring-security-portlet,SecurityContextPortlet,2,4
spring-hateoas,Alps,3,7
spring-hateoas,Doc,1,4
spring-hateoas,Format,1,0
spring-hateoas,Type,1,0
spring-hateoas,Hop,4,5
spring-hateoas,Rels,2,8
spring-hateoas,Traverson,16,28
spring-hateoas,HateoasConfiguration,2,5
spring-hateoas,HypermediaSupportBeanDefinitionRegistrar,11,28
spring-hateoas,LinkBuilderBeanDefinitionRegistrar,3,10
spring-hateoas,AbstractEntityLinks,3,4
spring-hateoas,AnnotationAttribute,9,1
spring-hateoas,AnnotationMappingDiscoverer,16,1
spring-hateoas,AnnotationRelProvider,10,4
spring-hateoas,ControllerEntityLinks,9,6
spring-hateoas,ControllerEntityLinksFactoryBean,9,6
spring-hateoas,DefaultRelProvider,3,2
spring-hateoas,DelegatingEntityLinks,8,6
spring-hateoas,DelegatingRelProvider,4,3
spring-hateoas,DummyInvocationUtils,3,14
spring-hateoas,EmbeddedWrappers,8,8
spring-hateoas,EvoInflectorRelProvider,1,1
spring-hateoas,JsonPathLinkDiscoverer,19,6
spring-hateoas,LinkBuilderSupport,15,9
spring-hateoas,MethodParameters,12,6
spring-hateoas,DefaultCurieProvider,11,5
spring-hateoas,HalEmbeddedBuilder,17,4
spring-hateoas,HalLinkDiscoverer,1,1
spring-hateoas,Jackson2HalModule,2,67
spring-hateoas,JaxRsLinkBuilder,6,6
spring-hateoas,JaxRsLinkBuilderFactory,3,2
spring-hateoas,AnnotatedParametersParameterAccessor,6,8
spring-hateoas,BasicLinkBuilder,4,3
spring-hateoas,ControllerLinkBuilder,24,17
spring-hateoas,ControllerLinkBuilderFactory,14,16
spring-hateoas,ControllerRelProvider,4,4
spring-hateoas,ForwardedHeader,6,1
spring-hateoas,HeaderLinksResponseEntity,5,11
spring-hateoas,IdentifiableResourceAssemblerSupport,6,6
spring-hateoas,ResourceAssemblerSupport,5,4
spring-hateoas,ResourceProcessorHandlerMethodReturnValueHandler,15,15
spring-hateoas,ResourceProcessorInvoker,12,16
spring-hateoas,ResourceProcessorInvokingHandlerAdapter,3,7
spring-hateoas,TypeConstrainedMappingJackson2HttpMessageConverter,4,2
spring-hateoas,TypeReferences,0,12
spring-hateoas,IanaRels,3,0
spring-hateoas,Link,27,6
spring-hateoas,LinkDiscoverers,3,4
spring-hateoas,Links,18,3
spring-hateoas,PagedResources,16,11
spring-hateoas,Resource,13,5
spring-hateoas,ResourceSupport,17,6
spring-hateoas,Resources,15,8
spring-hateoas,TemplateVariable,17,2
spring-hateoas,TemplateVariables,21,3
spring-hateoas,UriTemplate,35,8
spring-hateoas,VndErrors,12,7
spring-batch-admin,DetailedJobInfo,9,3
spring-batch-admin,JobExecutionHistory,5,2
spring-batch-admin,JobExecutionInfo,18,5
spring-batch-admin,JobInfo,10,0
spring-batch-admin,NoSuchBatchJobException,3,0
spring-batch-admin,NoSuchBatchJobInstanceException,1,0
spring-batch-admin,StepExecutionInfo,23,1
spring-batch-admin,StepExecutionProgress,11,7
spring-batch-admin,StepExecutionProgressInfo,19,7
spring-batch-admin,StepType,6,1
spring-batch-admin,CumulativeHistory,13,0
spring-batch-admin,StepExecutionHistory,16,2
spring-batch-admin,DetailedJobInfoResource,9,4
spring-batch-admin,JobExecutionInfoResource,29,12
spring-batch-admin,StepExecutionInfoResource,26,5
spring-batch-admin,FileInfoResource,7,1
spring-batch-admin,JobInfoResource,7,1
spring-batch-admin,JobInstanceInfoResource,5,3
spring-batch-admin,StepExecutionProgressInfoResource,6,3
spring-batch-admin,ExitStatusJacksonMixIn,1,1
spring-batch-admin,ISO8601DateFormatWithMilliSeconds,1,1
spring-batch-admin,JobParametersExtractor,3,2
spring-batch-admin,StepExecutionHistoryJacksonMixIn,1,3
spring-batch-admin,VariableTypeJackson2ObjectMapperFactoryBean,1,3
spring-batch-admin,JobParameterJacksonDeserializer,8,9
spring-batch-admin,CompositeApplicationContextFactory,8,4
spring-batch-admin,FileToResourceAdapter,1,4
spring-batch-admin,LastJobParametersJobLaunchRequestEnhancer,3,6
spring-batch-admin,MultipartJobConfigurationRequest,5,2
spring-batch-admin,MultipartToJobConfigurationRequestTransformer,1,4
spring-batch-admin,JobConfigurationRequest,6,0
spring-batch-admin,JobConfigurationRequestToResourceAdapter,2,5
spring-batch-admin,JobNameToJobRestartRequestAdapter,11,12
spring-batch-admin,FileToJobLaunchRequestAdapter,5,6
spring-batch-admin,FileParentDirectoryFilter,2,0
spring-batch-admin,JobConfigurationResourceLoader,7,13
spring-batch-admin,StringToJobLaunchRequestAdapter,3,8
spring-batch-admin,StepExecutionServiceLevelMonitor,14,3
spring-batch-admin,SimpleStepExecutionMetrics,35,8
spring-batch-admin,SimpleJobExecutionMetrics,43,10
spring-batch-admin,BatchMBeanExporter,41,15
spring-batch-admin,JobLauncherSynchronizer,13,13
spring-batch-admin,NoSuchStepExecutionException,2,1
spring-batch-admin,LocalFileService,29,13
spring-batch-admin,JdbcSearchableJobInstanceDao,3,2
spring-batch-admin,SimpleJobService,87,33
spring-batch-admin,JobLocatorStepLocator,12,7
spring-batch-admin,JdbcSearchableJobExecutionDao,21,12
spring-batch-admin,SimpleJobServiceFactoryBean,27,27
spring-batch-admin,FileServiceResourceConverter,8,7
spring-batch-admin,JdbcSearchableStepExecutionDao,18,10
spring-batch-admin,FileInfo,30,1
spring-batch-admin,ThrottledTaskExecutor,13,2
spring-batch-admin,AbstractBatchJobsController,1,9
spring-batch-admin,BindingHttpMessageConverter,11,19
spring-batch-admin,ExecutionsMenu,1,2
spring-batch-admin,FilesMenu,1,1
spring-batch-admin,HomeMenu,1,2
spring-batch-admin,JobsMenu,1,2
spring-batch-admin,ViewHandler,4,5
spring-batch-admin,BatchFileController,8,22
spring-batch-admin,JobExecutionController,36,19
spring-batch-admin,LaunchRequest,4,0
spring-batch-admin,JobInstanceInfo,11,3
spring-batch-admin,StepExecutionController,18,15
spring-batch-admin,RestControllerAdvice,14,16
spring-batch-admin,FileController,14,16
spring-batch-admin,BatchJobExecutionsController,28,29
spring-batch-admin,JobController,18,20
spring-batch-admin,TableUtils,5,0
spring-batch-admin,BatchStepExecutionsController,12,16
spring-batch-admin,BatchJobInstancesController,5,20
spring-batch-admin,BatchJobsController,7,17
spring-batch-admin,JsonViewResolver,1,4
spring-batch-admin,RestConfiguration,7,13
